Time,Level,Location,Message
16:53:03,INFO,MainWindow.xaml.mainWindowLoad,Application Start!
16:53:04,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5000
16:53:04,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5001
16:53:04,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5002
16:53:04,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5003
16:53:04,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5004
16:53:20,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:53:20,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:53:20,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:53:20,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:53:20,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:53:20,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:53:20,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:53:20,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:53:20,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:55:43,INFO,MainWindow.xaml.mainWindowLoad,Application Start!
16:55:43,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5000
16:55:43,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5001
16:55:43,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5002
16:55:43,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5003
16:55:43,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5004
16:55:49,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:55:49,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:55:49,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:55:49,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:55:49,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:55:49,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:55:49,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:55:49,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:55:49,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:56:08,INFO,MainWindow.xaml.mainWindowLoad,Application Start!
16:56:09,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5000
16:56:09,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5001
16:56:09,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5002
16:56:09,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5003
16:56:09,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5004
16:56:17,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:56:17,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:56:17,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:56:17,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:56:17,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:56:17,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:56:17,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:56:17,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:56:17,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:57:13.238,INFO,MainWindow.xaml.mainWindowLoad,Application Start!
16:57:13.583,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5000
16:57:13.584,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5001
16:57:13.585,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5002
16:57:13.586,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5003
16:57:13.586,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5004
16:57:22.342,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:57:22.343,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:57:22.344,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:57:22.345,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:57:22.345,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:57:22.345,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:57:22.346,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
16:57:22.346,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
16:57:22.346,DEBUG,GrabControl.Dispose,Grab Instance Dispose.
17:01:40.418,INFO,MainWindow.xaml.mainWindowLoad,Application Start!
17:01:40.789,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5000
17:01:40.790,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5001
17:01:40.791,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5002
17:01:40.791,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5003
17:01:40.792,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5004
17:02:29.150,INFO,MainWindow.xaml.mainWindowLoad,Application Start!
17:02:29.819,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5000
17:02:29.822,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5001
17:02:29.824,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5002
17:02:29.825,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5003
17:02:29.826,INFO,SocketCommunication..ctor,Create Socket Instance. IP : 192.168.65.246, PORT : 5004
17:02:39.389,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
17:02:39.390,DEBUG,SocketCommunication.Dispose,Socket Instance Dispose.
